case,0,46,22,4,a,allU
solution,0,7,0,3,U2 L2 U B2 L' D2 R
solution,0,7,0,3,U' B2 D' B2 L B2 R
solution,0,7,0,3,R2 U D2 F2 L D2 R
solution,0,7,0,3,R2 U R2 U2 L B2 R
solution,0,7,0,3,R2 U L2 D2 L F2 R
solution,0,7,0,7,R' D' R2 U' L B2 R
solution,0,7,0,3,U2 L2 U B2 R' B2 L
solution,0,7,0,3,U' B2 D' B2 R D2 L
solution,0,7,0,3,R2 U D2 F2 R F2 L
solution,0,7,0,3,R2 U R2 U2 R D2 L
solution,0,7,0,3,R2 U L2 D2 R U2 L
solution,0,7,0,5,R2 D R' U' R D L
solution,0,7,0,7,R' D' R2 U' R D2 L
case,1,46,12,3,c,
solution,1,8,0,7,U2 R U' F2 D R D L
case,2,46,22,3,b,
solution,2,8,0,7,U' L U' R2 L' B2 D L
case,3,46,12,3,c,
solution,3,8,0,3,U2 L2 U B2 U2 R' B2 L
case,4,46,22,3,b,
solution,4,8,0,8,R U2 L2 U F2 R D2 L
case,5,46,22,3,b,
solution,5,7,0,3,U F2 U2 D L B2 R
solution,5,7,0,5,U' D' L B2 L2 D' R
solution,5,7,0,3,F2 U' B2 D' L U2 R
solution,5,7,0,3,U F2 U2 D R D2 L
solution,5,7,0,3,F2 U' B2 D' R B2 L
case,6,46,32,3,c,
solution,6,7,0,5,U' D2 L B2 L2 D' R
solution,6,7,0,7,R U R D' R2 D' L
solution,6,7,0,5,R2 D' R' U R' D' L
case,7,46,22,3,b,
solution,7,7,0,5,U' D L B2 L2 D' R
case,8,46,32,3,c,
solution,8,6,0,5,U' L B2 L2 D' R
solution,8,7,0,3,U2 L2 U D2 L B2 R
solution,8,7,0,5,U' R2 L U R2 B2 R
solution,8,7,0,5,U' R2 L U L2 F2 R
solution,8,7,0,3,U2 L2 U D2 R D2 L
case,9,46,22,2,a,colR
solution,9,8,0,8,R U' L U B2 L2 U' R
case,10,46,12,2,c,
solution,10,9,0,8,U L F2 U' D2 L' U' D L
case,11,46,22,2,b,
solution,11,8,0,3,U F2 U2 D F2 R D2 L
case,12,46,22,2,b,
solution,12,9,0,3,U D2 F2 U2 D F2 R D2 L
case,13,46,32,2,c,
solution,13,8,0,8,R U' R2 D L' F2 D' R
case,14,46,22,2,a,allF
solution,14,8,0,3,U2 L2 U D2 F2 R D2 L
case,15,46,42,4,a,allU
solution,15,8,0,7,U L' U L D F2 D' L
case,16,46,32,3,c,
solution,16,8,0,6,U2 D' R U' R' L2 U L
case,17,46,42,3,b,
solution,17,7,0,7,R B2 U R D B2 L
case,18,46,32,3,c,
solution,18,8,0,6,U2 D R U' R' L2 U L
case,19,46,42,3,b,
solution,19,7,0,6,U2 R U' R' L2 U L
case,20,46,22,3,a,allU
solution,20,8,0,7,U' R' D R L B2 D' R
case,21,46,32,3,c,
solution,21,7,0,7,L U' L D' B2 D' R
solution,21,7,0,7,L' U' L D' B2 D' R
solution,21,7,0,5,F2 U2 L D B2 U' R
solution,21,7,0,7,R' F2 R D' F2 U' L
case,22,46,22,3,b,
solution,22,7,0,3,B2 U F2 D' L U2 R
solution,22,7,0,3,B2 U F2 D' R B2 L
case,23,46,32,3,c,
solution,23,7,0,6,U' L' U R2 U' F2 R
solution,23,7,0,6,B2 R D' R U' F2 R
case,24,46,22,3,b,
solution,24,8,0,7,U R' U2 B2 D' R' D2 L
case,25,46,22,2,b,
solution,25,7,0,6,U L D R B2 U' R
case,26,46,32,2,c,
solution,26,7,0,7,L U' R2 L' F2 U R
solution,26,7,0,6,U R U2 R U' D2 L
solution,26,7,0,6,U L F2 L U2 D' L
case,27,46,22,2,b,
solution,27,8,0,6,U D2 L D R B2 U' R
case,28,46,32,2,c,
solution,28,7,0,5,B2 D' R' D' L' U L
case,29,46,42,3,b,
solution,29,7,0,3,U' R2 L2 U L F2 R
solution,29,7,0,3,U' R2 L2 U R U2 L
case,30,46,32,3,c,
solution,30,7,0,3,U2 F2 B2 D L U2 R
solution,30,7,0,7,R' U D' L' F2 D R
solution,30,7,0,3,U2 F2 B2 D R B2 L
case,31,46,42,3,b,
solution,31,8,0,3,U R2 D F2 D' R' F2 L
case,32,46,32,3,c,
solution,32,7,0,3,F2 B2 U2 D' L U2 R
solution,32,7,0,3,B2 R2 B2 U L B2 R
solution,32,7,0,3,B2 L2 F2 D L F2 R
solution,32,7,0,3,F2 B2 U2 D' R B2 L
solution,32,7,0,3,B2 R2 B2 U R D2 L
solution,32,7,0,3,B2 L2 F2 D R U2 L
case,33,46,42,2,a,colR
solution,33,8,0,5,U2 F2 D' L' D2 R U R
case,34,46,32,2,c,
solution,34,8,0,7,D2 L U' R2 L' U F2 R
case,35,46,42,2,b,
solution,35,8,0,3,U' R2 L2 U B2 R U2 L
case,36,46,22,2,a,colR
solution,36,8,0,3,U2 F2 B2 D F2 R B2 L
case,37,46,32,2,c,
solution,37,7,0,7,L U' R2 L' U F2 R
case,38,46,22,2,b,
solution,38,8,0,7,U L U' F2 U' L2 U' L
case,39,46,22,2,b,
solution,39,8,0,8,R' U' R2 U R U' D2 L
case,40,46,32,2,c,
solution,40,8,0,7,D L U' R2 L' U F2 R
case,41,46,42,2,b,
solution,41,8,0,6,R2 U' L' F2 D L2 D' R
case,42,46,32,2,c,
solution,42,8,0,7,D' L U' R2 L' U F2 R
case,43,46,42,2,a,allF
